游戏名称,国家,发表时间,作者,游戏时长,内容,是否推荐/好评
Stardew Valley,中国,2016-03-27,Mistory,57.8,"首先，这是一款好游戏，在同类型游戏中算精品，48元的价格还是算物有所值。
有手柄还是用手柄吧
——————————————————————————
优点：
建设高自由度：在农场范围内可以自定义田地规模以及牧场设施的范围。
随机性的探索：迷宫每次探索都有变化，未知性的挑战更有趣味。
变化分明的四季：不论是外观建筑还是随机生成的野菜，每个季节都有独特的新外观。
rpg的升级方式：所有的钓鱼种地挖矿等操作都会不断积累经验，通过升级学到新工具的制作方式，每五个阶段又能选择一个辅助状态。让重复操作不再无意义。
——————————————————————————
缺点
不亲民的开始：没有教程，如何操作都要靠自己去摸索。最突出的地方就是钓鱼，前期完全不明白怎么钓鱼
无法重复的阅读：除了任务，能从任务日志查看外，所有信件只能看一遍；所有NPC对话，每日固定台词说完就无法再进行对话，获取信息。
NPC在哪里：找不到人找不到人，做任务找不到任务对象，送礼物找不到恋爱对象，结婚后找不到丈夫/妻子。地图没显示，前期没经验靠命，后期有经验还是靠命。
不方便的设定：误操作很容易发生，拿着锄头收集作物时点了左键，作物没了果实也没了；打怪时人物攻击方向不跟随鼠标移动。
——————————————————————————
建议：
增加换装系统，既然帽子和鞋子都可以换，为何衣服不能换，一件衣服穿四季，感觉手握巨款还是觉得穷，以及成就帽子如果能分男女就好了，好多发卡啊。
二次加工产品价格随制作素材的变化而变化，比如现在游戏中的生鱼片，不论种类，不论品质都是一口价。
能开放创意工坊就好了，可以看到更多人的好创意好mod",推荐
Stardew Valley,中国,2017-06-26,MAFIA,2.9,玩着玩着就出现错误，这游戏又不能随时存档，很烦啊，去网上查问题大都说是打了汉化补丁的原因，那么官方汉化依然出现这种原因是怎么回事啊？玩了4天（游戏日）错误退出了5次，这个游戏的基本问题你得给他解决了吧？如果近期就能解决我再考虑改好评！,不推荐
Stardew Valley,中国,2022-04-10,路易斯安那州警长,178.3,和对象的田园生活真不错,推荐
Stardew Valley,中国,2019-05-03,ฅ^. ̫ .^ฅ,215.3,种地使我快乐,推荐
Stardew Valley,中国,2019-03-01,心平气和,84.1,亲，这边建议您配合人物美化mod一起食用哦,推荐
Stardew Valley,中国,2017-01-05,没有脑子,48.8,"游戏很不错
我们需要中文
We need Chinese",推荐
Stardew Valley,中国,2021-07-10,yuzu_soft,170.7,"游戏挺不错的,相比其他牧场一类生活气息更充盈,没有太多复杂的系统,关于NPC立绘...有的好看有的难看,建议玩的时候改下立绘",推荐
Stardew Valley,中国,2024-04-21,cxwuyi,94.3,作者牛批，处理垃圾汉化组迅速高效！,推荐
Stardew Valley,中国,2024-06-28,ikunkun,156.0,"摸一下猫猫会张嘴，一个赞摸一次！！！我太他妈需要这点数换展框了
⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻
⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿
⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿
⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿
⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻
⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼
⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰
⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿
⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿
⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿
⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿
⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸",推荐
Stardew Valley,中国,2024-07-20,煎饺大人,202.9,"我一睁开眼，是早上的整六点⏰
推开房门下雨☔️了，哎心里真舒坦🤓☝
好浇地那老头👴，是再也不用愁😸
旱情再次缓解了，高兴的泪直流🤓☝
都算下了雨，是他也没休息🥴
跑到河里钓钓鱼🎣，满心是欢喜🤓☝
不管你钓多少，那主打心情好🤩
钓的少了自己吃，多了换成毛儿🤓☝
钱💰一换到手，是都往那镇上走🏃
逛逛许昌的胖东来，我不买都光瞅🤓☝
咱留钱上酒吧🍷，是该省该花花
蹦到凌晨2点整，骑洋车🚴回家🤓☝
酒没喝多少，是晕的原地倒😵
醒来都给家里🏠嘞，又用了医保😭
这一天又过去，是睁眼还种地😭
日复一日年复年，祖辈在延续🤓☝
这爷爷传给孙儿，孙再传重孙
祖宗辈辈的往下传，星露谷扎根儿🤓☝
这你笑他也笑😸，是笑笑十年少
农民大军搁哪来，来集合说报到！！！🤓🤳💻",推荐
Stardew Valley,中国,2023-04-29,old eight,50.7,"我真的很需要点数去换些色色的头像
摸一下猫猫会张嘴，一个赞摸一次！！！
⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻
⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿
⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿
⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿
⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻
⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼
⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰
⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿
⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿
⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿
⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿
⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸",推荐
Stardew Valley,中国,2017-06-30,殊途QD,3.0,"开发者献给曾经牧场物语玩家的一封情书。
steam暑期大促安利第四波，星露谷物语，Stardew valley，相信很多常关注steam的玩家都会注意到去年年初有这样一款从未听说过的独立游戏通过口耳相传效应逐渐攀升到周销量榜前三，当时从steam商店页面看宣传片后发现这不就是童年时在GBA上通宵无数夜晚、日夜为种菜忙碌的牧场物语么。制作人在访谈时表示过对于牧场物语系列的无比热爱，这个游戏就是对于牧场这个已经老区的IP的一种致敬，甚至得到了牧场物语制作人的赞美。想其当年的牧场系列，入籍你却因为版权问题，出现了两个完全不同的分支，3d化的画面也多少削弱了童年记忆中的感觉， 之前的正统作品如今已经改名为季节物语，体验也已经完全不同。而当这款游戏出现在商店后，steam评论里很多玩家表达了对其的赞美之情，可谓是曾经的老板2D牧场物语的精神续作。
游戏本身为2D游戏，与曾经的牧场物语系列一样，本作种菜，挖矿，钓鱼，养殖等系统一应俱全，而且同样具有节日，天气，社交好感度，恋爱生孩子等等一系列熟悉的系统。你既可以听着悠扬的音乐，每天种种菜、钓钓鱼，与村民聊聊天、送点礼物，过上这种悠闲地田园生活；也可以每天忙于挖矿，卖菜，料理，社交，使整个游戏体验充实而又欢乐，不同的人都能从中获得快乐，再配上游戏有些偏向于16bit的音效，悠扬悦耳。相信这就是开发者献给所有玩家的一封田园情书吧。",推荐
Stardew Valley,中国,2020-04-11,Rainue,234.6,"第一次接触是在朋友的账户上，当时玩了一会发现还不错
连着几天去他家嫖了之后他就让我爬了:(
后来想买可是没钱买，就在游侠上整了盗版玩
当时大概是17年暑假吧 很多内容都还没有 但是肝的也很卖力
(记得当时玩这个能玩一整天)
现在入了游戏反而觉得没有新鲜感了(毕竟当时玩太久了……)
不过我也觉得这算是支持作者了吧 还是希望星露谷能一直更新下去!!",推荐
Stardew Valley,中国,2022-06-03,Coltish.,276.0,好玩爱玩多玩,推荐
Stardew Valley,中国,2017-07-12,三角初华 ~ Doloris,148.2,修仙务农。,推荐
Stardew Valley,中国,2019-08-29,大聪明,71.1,好玩 就是史莱姆真nmb烦,推荐
Stardew Valley,中国,2017-02-19,JohnMcCartney,125.5,明日复明日，明日何其多。,推荐
Stardew Valley,中国,2016-12-03,xLorD,8.3,最开始承诺国区销量好出中文，过了一百年终于有中文官方消息了，然后先是跳票，到现在跳票的时间都到了直接没消息了，要点脸?英语我不是看不懂，就是单纯恶心开发商的嘴脸。,不推荐
Stardew Valley,中国,2016-10-14,喂公子吃饼,23.9,"PC端不可多得的精品
伪·牧场物语
听说要出官方中文了
不多说了 我要回老家种地了",推荐
Stardew Valley,中国,2023-07-05,ONECHA,6.8,"我真的很需要点数去换些色色的头像
摸一下猫猫会张嘴，一个赞摸一次
⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻
⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿
⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿
⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿
⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻
⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼
⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰
⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿
⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿
⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿
⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿
⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸",推荐
Stardew Valley,中国,2016-03-03,Umikuri,363.4,"1.6完美结档了，太可怕了，这游戏我居然能从头打三遍……加上ns的小时数已经赶超我玩环世界的时间了……ape你不会还要更新1.7吧？【猫猫崩溃.jpg
PS.提名了有爱奖！星露谷就是最棒哒！
--------------------------
NS上玩了400小时，更1.6实在等不及，又回到steam开始玩，星露谷真的倾注了作者的很多心血，太喜欢了。
关于翻译的事其实全程有关注，之前的汉化组确实做的很不到位，其实有更多和缓的方法进行修改，非要一次性显示他的改朝换代，希望还是能在其位谋其事，减少傲慢心态。
游戏非常好，使我星之果实旋转，我爱星露谷。
顺便快把巧克力工厂端上来！想要支持其他作品的心已经按捺不住了！

----------以下是七年前的评价-----
除了没有饥饿度，满足了一个休闲玩家的所有要求
根本停不下来【

======以下是一些感受=====
2017.2.8
-4.测试版的汉化内容很不错，看到中文觉得非常亲切w想重新再玩一遍了！然而测试版悲剧的一点是……又开始跳出了啊啊啊啊啊崩溃
还是那个问题，还是原来的味道！玩游戏时请务必将输入法改为ENG！
于是，接下来就是等联机版了哈哈哈哈哈！

-3.官方中文！！！！！官方中文！！！！！！

-2.新更新了好多东西呀！开森！居然能离婚了【够

-1.一周一次的更新率令人感动QWQ游戏太棒了！

0.赶紧出workshop吧，看到好多mod好有意思，求workshop啊啊啊！！！

1.用初级钓鱼竿钓鱼好难QAQ【
买了1800的鱼竿之后，手残如我也有百分之七八十的成功率了[笑cry]顺便1800的鱼竿在钓鱼等级达到能做鱼饵之后，钓鱼店老板会寄邮件来推销

2.【3月10日】使用输入法游戏跳出问题疑似已经修复（？），最新1.05版的更新中说
“Fixed issue where inactive window was still responding to input.”
渣英语翻译一下大概是：修复了在游戏窗口非活动状态下依旧响应输入的问题。
没试验过，不能确定，还是推荐玩游戏的时候不要使用中文输入法








3.游戏内时间有五年了……我和我亲爱的伴侣也陷入了三年之痒。QWQ万恶的绿帽谷居然可以离婚，于是一个夜晚去登记了。觉得很蓝瘦。",推荐
Stardew Valley,中国,2024-07-04,Kotomi,1.0,"我需要点数去买那些骚逼头像和背景，请奖励这条评论，奖励我的人牛子增长10cm，给我点赞牛子精灵会让你增长1cm。
⠄⠄⠄⠄⢠⣿⣿⣿⣿⣿⢻⣿⣿⣿⣿⣿⣿⣿⣿⣯⢻⣿⣿⣿⣿⣆⠄⠄⠄
⠄⠄⣼⢀⣿⣿⣿⣿⣏⡏⠄⠹⣿⣿⣿⣿⣿⣿⣿⣿⣧⢻⣿⣿⣿⣿⡆⠄⠄
⠄⠄⡟⣼⣿⣿⣿⣿⣿⠄⠄⠄⠈⠻⣿⣿⣿⣿⣿⣿⣿⣇⢻⣿⣿⣿⣿⠄⠄
⠄⢰⠃⣿⣿⠿⣿⣿⣿⠄⠄⠄⠄⠄⠄⠙⠿⣿⣿⣿⣿⣿⠄⢿⣿⣿⣿⡄⠄
⠄⢸⢠⣿⣿⣧⡙⣿⣿⡆⠄⠄⠄⠄⠄⠄⠄⠈⠛⢿⣿⣿⡇⠸⣿⡿⣸⡇⠄
⠄⠈⡆⣿⣿⣿⣿⣦⡙⠳⠄⠄⠄⠄⠄⠄⢀⣠⣤⣀⣈⠙⠃⠄⠿⢇⣿⡇⠄
⠄⠄⡇⢿⣿⣿⣿⣿⡇⠄⠄⠄⠄⠄⣠⣶⣿⣿⣿⣿⣿⣿⣷⣆⡀⣼⣿⡇⠄
⠄⠄⢹⡘⣿⣿⣿⢿⣷⡀⠄⢀⣴⣾⣟⠉⠉⠉⠉⣽⣿⣿⣿⣿⠇⢹⣿⠃⠄
⠄⠄⠄⢷⡘⢿⣿⣎⢻⣷⠰⣿⣿⣿⣿⣦⣀⣀⣴⣿⣿⣿⠟⢫⡾⢸⡟⠄.
⠄⠄⠄⠄⠻⣦⡙⠿⣧⠙⢷⠙⠻⠿⢿⡿⠿⠿⠛⠋⠉⠄⠂⠘⠁⠞⠄⠄⠄
⠄⠄⠄⠄⠄⠈⠙⠑⣠⣤⣴⡖⠄⠿⣋⣉⣉⡁⠄⢾⣦⠄⠄⠄⠄⠄⠄⠄⠄",推荐
Stardew Valley,中国,2023-03-02,酱兰伯德,105.2,垃圾服务器，双人联网都连不上,不推荐
Stardew Valley,中国,2017-03-03,Cyborg,67.3,"很好玩，但是容易崩溃，导致现在完全没有打开的欲望了....
Update:好像可以用切换输入法的方法解决",不推荐
Stardew Valley,中国,2016-03-01,阿恢灰,29.4,"听说有纯♂爱我就来玩了
希望不会闪退了
不闪退开始卡顿了，喵喵喵喵喵？",推荐
Stardew Valley,中国,2021-02-27,我是谁？,8.5,我原价买的，买没两天然后打折了，再一看我玩了4小时了退不了款我是傻逼,推荐
Stardew Valley,中国,2021-02-12,一墨尘,324.5,没想到还在继续更新，加油吧！一开始只有一个人，挺不容易的,推荐
Stardew Valley,中国,2021-02-11,蕾丝讣告,226.9,好玩 买它,推荐
Stardew Valley,中国,2017-01-18,Kaltsit-Acrons,37.1,"听到中文消息前：
音乐10/10
画质8/10
操作9/10
游戏性10/10
听到中文要出之后：
音乐10/10
画质10/10
操作10/10
游戏性10/10
跳票后：
音乐6/10
画质3/10
操作6/10
游戏性5/10
出了中文后
音乐17/10
画质24/10
操作14/10
游戏性18/10
所以我到底在意的是什么？",推荐
Stardew Valley,中国,2021-07-02,八云青,147.0,"亲爱的阿比盖尔：
很久没有见了。你应该还在六点的厨房等我起床吧。还记得你晚上在你奶奶墓前哀悼时，一个头顶紫水晶，脸上都是灰尘，身上还留着血的那个人吗？
卡洛琳特别担心你的“特立独行的生活方式”，你们也经常争吵。但是就算如此，在后来的日子里，你也会讲“如今如此自由的生活，让我有些不晓得做什么。”来思念卡洛琳的唠叨。
你的枕头下放着奶奶留下的紫水晶，一直在那里。一定很重要吧。与其说那是你最喜欢的物品，倒不如说那里封存了你最喜欢的人的记忆吧。
我日复一日的在矿洞里扒着矿石，打着怪物，看到紫水晶的时候眼睛发光了——这是阿比盖尔喜欢的。
在我来星露谷的第三年，终于娶了你。
有一次你提到，如果不是那天我拿出竖琴跟你合奏，你可能注意不到我。我还记得那个雨天，你一个人在雨中吹着长笛，婉转而悠扬。
就算你喜欢冒险，也喜欢剑术，但你依然没有办法低于矿洞的危险。你说你很害怕，我想到了在后几十层摸着怪物找矿石的日子。我说，我也很怕。
在结婚后的第一个清晨，我跑遍了整个屋子，在厨房找到了你，围着你打转，一直兴奋地找话题跟你聊天。
后来，我的农场一天比一天大，以前没有见过的矿石也不再稀有，我没有了目标，从此沉眠于最后一天的夜晚。
但我知道，你依然在第二天清晨的厨房，做好了早饭，等我起床。",推荐
Stardew Valley,中国,2019-08-12,Anto:-.,38.4,"贯穿了2018年的十月后半段到十一月
伴随着秋雨，夜晚，阴凉与偶尔的秋风
同时经历着游戏中的几个春夏秋冬

=花之精灵夜晚的惊喜
=跑矿的精打细算与偶尔的绝境操作之战
=夜晚的累脱力，与自己偶尔的游戏过程体感的呼应
=游戏内的夜晚和游戏外的夜晚
=和村民们搞关系说无趣但又有趣也很促进循环的体验
=音乐的自然，钓鱼使我对龙战士3的怀念
=四季的色之搭配，秋之飘零但又浪漫，冬季瑰丽而又美艳
=热烈的冬之刨大地，对沙漠的畅想
=刚刚攒够钱盖了新畜房。松茸是什么？


在那段时日，大概是承接了太吾绘卷的游戏惯性，另外跟那段时间总看到发条老兄在玩有关
早就想看看了
也早就留意它特性上的“修仙了”（我们修仙玩家可是很养生的.jpg )

稍微有点遗憾的是当时居然忘记及时一些的记录下点什么了
而是磨蹭了快一年靠着脑海中最闪亮的记忆再到腾出一些片段
不过也差不多涵盖很多使我比较有印象的部分了

暂止于2018年11月10日，游戏中又收到妈妈刚邮来的蛋糕....",推荐
Stardew Valley,中国,2018-11-22,流星落者,205.0,"关于win10闪退的问题，我的解决方法是更改输入法，就是不要用自带的中文输入法，更改为美国输入法就好了，就是在win10的设置语言(区域与语言)里添加English（US），然后按Win+空格切换成它，就不会闪退了。
————————————————————————
（小声BB）我不知道什么绿帽谷，我老婆就是我老婆。
种地是真的好玩，整体玩法应该是致敬牧场物语的，也算是圆了我当初因为看不懂日文，而没通关牧场物语的遗憾了。
不说了，继续陪老婆，种地了。
————————————————————————
2019秋季特惠更新评测
星露谷算是很好的体现出牧场物语类（俺也不知怎么说，模拟经营类？）的优缺点，在游戏的后期说是休闲，也可以说是机械重复，无趣……但这不妨他是好游戏（这可能是以后每次要更新评测的游戏也说不定，然后我都会说一遍这些话（人类的本质是复读机！！
————————————————————————
2020秋季特惠更新评测
今年忙碌，没怎么玩。因为一玩上，可能就停不下来了2333。很感谢作者允许mod的存在，以及各位mod作者的用心，大大增加了游戏活力和可玩性。那么下次秋季特惠见
————————————————————————
2021秋季特惠更新评测
作者开新坑了，到时候去体验体验。今年又是咕咕咕的一年",推荐
